pair_id,office_id,radio,channel,priority,release_time_slot,deadline_slot,schedule_slot,schedule_time_ms,ble_channel_mode,ble_ce_channel_summary,start_time_slot,wifi_anchor_slot,wifi_period_slots,wifi_period_ms,wifi_tx_slots,wifi_tx_ms,ble_anchor_slot,ble_ci_slots,ble_ci_ms,ble_ce_slots,ble_ce_ms,ble_ce_feasible,effective_ble_channels,scheduled_ble_pairs,no_collision_probability,macrocycle_slots,occupied_slots_in_macrocycle
10,0,ble,24,1.000,0,63,0,0.000,per_ce,"[24, 29, 34, 2]",0,NA,NA,NA,NA,NA,0,16,20.000,3,3.750,true,NA,NA,NA,64,"[0, 1, 2, 16, 17, 18, 32, 33, 34, 48, 49, 50]"
11,0,ble,7,1.000,0,63,42,52.500,per_ce,[7],0,NA,NA,NA,NA,NA,42,64,80.000,1,1.250,true,NA,NA,NA,64,[42]
12,0,ble,35,1.000,0,63,10,12.500,per_ce,"[35, 3]",0,NA,NA,NA,NA,NA,10,32,40.000,2,2.500,true,NA,NA,NA,64,"[10, 11, 42, 43]"
13,0,ble,10,1.000,0,63,-1,-1.250,per_ce,[],0,NA,NA,NA,NA,NA,0,32,40.000,3,3.750,true,NA,NA,NA,64,[]
14,0,ble,7,1.000,0,63,19,23.750,per_ce,[7],0,NA,NA,NA,NA,NA,19,64,80.000,6,7.500,true,NA,NA,NA,64,"[19, 20, 21, 22, 23, 24]"
15,0,ble,9,1.000,0,63,39,48.750,per_ce,[9],0,NA,NA,NA,NA,NA,39,64,80.000,5,6.250,true,NA,NA,NA,64,"[39, 40, 41, 42, 43]"
16,0,ble,8,1.000,0,63,28,35.000,per_ce,"[8, 17]",0,NA,NA,NA,NA,NA,28,32,40.000,4,5.000,true,NA,NA,NA,64,"[28, 29, 30, 31, 60, 61, 62, 63]"
17,0,ble,3,1.000,0,63,47,58.750,per_ce,"[3, 12, 21]",0,NA,NA,NA,NA,NA,47,8,10.000,1,1.250,true,NA,NA,NA,64,"[47, 55, 63]"
18,0,ble,16,1.000,0,63,16,20.000,per_ce,"[16, 21, 26]",0,NA,NA,NA,NA,NA,16,8,10.000,1,1.250,true,NA,NA,NA,64,"[16, 24, 32]"
19,0,ble,21,1.000,0,63,5,6.250,per_ce,"[21, 26, 31, 36]",0,NA,NA,NA,NA,NA,5,16,20.000,1,1.250,true,NA,NA,NA,64,"[5, 21, 37, 53]"
20,0,ble,5,1.000,0,63,9,11.250,per_ce,"[5, 10]",0,NA,NA,NA,NA,NA,9,32,40.000,6,7.500,true,NA,NA,NA,64,"[9, 10, 11, 12, 13, 14, 41, 42, 43, 44, 45, 46]"
21,0,ble,17,1.000,0,63,14,17.500,per_ce,"[17, 24, 31]",0,NA,NA,NA,NA,NA,14,8,10.000,5,6.250,true,NA,NA,NA,64,"[14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34]"
22,0,ble,1,1.000,0,63,43,53.750,per_ce,"[1, 6, 11]",0,NA,NA,NA,NA,NA,43,8,10.000,5,6.250,true,NA,NA,NA,64,"[43, 44, 45, 46, 47, 51, 52, 53, 54, 55, 59, 60, 61, 62, 63]"
23,0,ble,20,1.000,0,63,19,23.750,per_ce,"[20, 29]",0,NA,NA,NA,NA,NA,19,32,40.000,3,3.750,true,NA,NA,NA,64,"[19, 20, 21, 51, 52, 53]"
24,0,ble,13,1.000,0,63,30,37.500,per_ce,"[13, 20, 27]",0,NA,NA,NA,NA,NA,30,16,20.000,2,2.500,true,NA,NA,NA,64,"[30, 31, 46, 47, 62, 63]"
25,0,wifi,5,1.000,0,63,9,11.250,NA,NA,0,9,32,40.000,5,6.250,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"[9, 10, 11, 12, 13, 41, 42, 43, 44, 45]"
26,0,ble,25,1.000,0,63,0,0.000,per_ce,"[25, 30, 35, 3]",0,NA,NA,NA,NA,NA,0,16,20.000,6,7.500,true,NA,NA,NA,64,"[0, 1, 2, 3, 4, 5, 16, 17, 18, 19, 20, 21, 32, 33, 34, 35, 36, 37, 48, 49, 50, 51, 52, 53]"
27,0,ble,27,1.000,0,63,0,0.000,per_ce,[27],0,NA,NA,NA,NA,NA,0,64,80.000,5,6.250,true,NA,NA,NA,64,"[0, 1, 2, 3, 4]"
28,0,ble,5,1.000,0,63,15,18.750,per_ce,"[5, 10, 15, 20]",0,NA,NA,NA,NA,NA,15,16,20.000,1,1.250,true,NA,NA,NA,64,"[15, 31, 47, 63]"
29,0,ble,32,1.000,0,63,20,25.000,per_ce,[32],0,NA,NA,NA,NA,NA,20,64,80.000,5,6.250,true,NA,NA,NA,64,"[20, 21, 22, 23, 24]"
30,0,ble,29,1.000,0,63,-1,-1.250,per_ce,[],0,NA,NA,NA,NA,NA,0,32,40.000,3,3.750,true,NA,NA,NA,64,[]
31,0,ble,8,1.000,0,63,17,21.250,per_ce,"[8, 15]",0,NA,NA,NA,NA,NA,17,32,40.000,6,7.500,true,NA,NA,NA,64,"[17, 18, 19, 20, 21, 22, 49, 50, 51, 52, 53, 54]"
32,0,ble,16,1.000,0,63,14,17.500,per_ce,"[16, 23, 30, 0]",0,NA,NA,NA,NA,NA,14,16,20.000,2,2.500,true,NA,NA,NA,64,"[14, 15, 30, 31, 46, 47, 62, 63]"
33,0,ble,34,1.000,0,63,12,15.000,per_ce,"[34, 2, 7, 12]",0,NA,NA,NA,NA,NA,12,16,20.000,4,5.000,true,NA,NA,NA,64,"[12, 13, 14, 15, 28, 29, 30, 31, 44, 45, 46, 47, 60, 61, 62, 63]"
34,0,ble,32,1.000,0,63,0,0.000,per_ce,"[32, 2, 9]",0,NA,NA,NA,NA,NA,0,8,10.000,6,7.500,true,NA,NA,NA,64,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21]"
35,0,ble,2,1.000,0,63,20,25.000,per_ce,[2],0,NA,NA,NA,NA,NA,20,64,80.000,5,6.250,true,NA,NA,NA,64,"[20, 21, 22, 23, 24]"
36,0,ble,33,1.000,0,63,0,0.000,per_ce,"[33, 3, 10, 17, 24, 31, 1, 8]",0,NA,NA,NA,NA,NA,0,8,10.000,2,2.500,true,NA,NA,NA,64,"[0, 1, 8, 9, 16, 17, 24, 25, 32, 33, 40, 41, 48, 49, 56, 57]"
37,0,ble,2,1.000,0,63,-1,-1.250,per_ce,[],0,NA,NA,NA,NA,NA,0,32,40.000,3,3.750,true,NA,NA,NA,64,[]
38,0,ble,12,1.000,0,63,19,23.750,per_ce,[12],0,NA,NA,NA,NA,NA,19,64,80.000,6,7.500,true,NA,NA,NA,64,"[19, 20, 21, 22, 23, 24]"
39,0,ble,26,1.000,0,63,-1,-1.250,per_ce,[],0,NA,NA,NA,NA,NA,0,16,20.000,6,7.500,true,NA,NA,NA,64,[]
40,0,wifi,5,1.000,0,63,0,0.000,NA,NA,0,0,32,40.000,8,10.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"[0, 1, 2, 3, 4, 5, 6, 7, 32, 33, 34, 35, 36, 37, 38, 39]"
41,0,ble,30,1.000,0,63,9,11.250,per_ce,"[30, 35]",0,NA,NA,NA,NA,NA,9,32,40.000,5,6.250,true,NA,NA,NA,64,"[9, 10, 11, 12, 13, 41, 42, 43, 44, 45]"
42,0,ble,2,1.000,0,63,43,53.750,per_ce,"[2, 9, 16]",0,NA,NA,NA,NA,NA,43,8,10.000,5,6.250,true,NA,NA,NA,64,"[43, 44, 45, 46, 47, 51, 52, 53, 54, 55, 59, 60, 61, 62, 63]"
43,0,ble,35,1.000,0,63,0,0.000,per_ce,[35],0,NA,NA,NA,NA,NA,0,64,80.000,5,6.250,true,NA,NA,NA,64,"[0, 1, 2, 3, 4]"
44,0,ble,35,1.000,0,63,-1,-1.250,per_ce,[],0,NA,NA,NA,NA,NA,0,8,10.000,5,6.250,true,NA,NA,NA,64,[]
45,0,ble,14,1.000,0,63,20,25.000,per_ce,[14],0,NA,NA,NA,NA,NA,20,64,80.000,4,5.000,true,NA,NA,NA,64,"[20, 21, 22, 23]"
46,0,wifi,5,1.000,0,63,-1,-1.250,NA,NA,0,NA,32,40.000,6,7.500,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,[]
47,0,wifi,0,1.000,0,63,0,0.000,NA,NA,0,0,32,40.000,7,8.750,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"[0, 1, 2, 3, 4, 5, 6, 32, 33, 34, 35, 36, 37, 38]"
48,0,ble,10,1.000,0,63,18,22.500,per_ce,"[10, 17]",0,NA,NA,NA,NA,NA,18,32,40.000,5,6.250,true,NA,NA,NA,64,"[18, 19, 20, 21, 22, 50, 51, 52, 53, 54]"
