status,error,seed,runtime_s,cell_size,rho,wifi_ratio,wifi_channel_count,wifi_bw_mhz,wifi_reuse_channels,ble_channel_count,ble_bw_mhz,ble_ci_min_ms,ble_ci_max_ms,ble_ci_fixed,ble_ce_min_ms,ble_ce_max_ms,ble_payload_bits,ble_phy_rate_mbps,enable_slot_mask,nit,eta,Z_fin,remainder,avg_bler,max_bler,weighted_bler,ble_ce_required_avg_s,ble_ce_max_s,ble_infeasible_users,ble_ci_slots_avg,ble_ci_slots_min,ble_ci_slots_max,ble_ce_slots_avg,ble_ce_slots_min,ble_ce_slots_max,ble_slot_allowed_ratio,n_user,n_wifi_user,n_ble_user,wifi_wifi_edges,wifi_ble_edges,ble_ble_edges,total_radio_conflict_edges
ok,,0,11.85129090002738,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,20.0,True,1.25,2.5,800.0,1.0,True,5,0.04,60,0,2.3207049076608923e-63,1.5023239107836157e-61,2.6695659727525196e-63,0.0012500000000000002,0.0025,0,60.0,60,60,15.36111111111111,11,20,0.2300925925925926,75,39,36,235,391,20,646
