status,error,seed,runtime_s,cell_size,rho,wifi_ratio,wifi_channel_count,wifi_bw_mhz,wifi_reuse_channels,ble_channel_count,ble_bw_mhz,ble_ci_min_ms,ble_ci_max_ms,ble_ce_min_ms,ble_ce_max_ms,ble_payload_bits,ble_phy_rate_mbps,enable_slot_mask,nit,eta,Z_fin,remainder,avg_bler,max_bler,weighted_bler,ble_ce_required_avg_s,ble_ce_max_s,ble_infeasible_users,ble_ci_slots_avg,ble_ci_slots_min,ble_ci_slots_max,ble_ce_slots_avg,ble_ce_slots_min,ble_ce_slots_max,ble_slot_allowed_ratio,n_user,n_wifi_user,n_ble_user,wifi_wifi_edges,wifi_ble_edges,ble_ble_edges,total_radio_conflict_edges
ok,,0,32.37071170005947,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,20.0,1.25,2.5,800.0,1.0,True,5,0.04,130,0,3.7691332785515586e-36,2.8267898574258517e-34,4.382666524294202e-36,0.0012500000000000002,0.0025,0,113.33333333333333,70,160,15.0,11,20,0.1358974358974359,75,39,36,235,391,20,646
