status,error,seed,runtime_s,cell_size,rho,wifi_ratio,wifi_channel_count,wifi_bw_mhz,wifi_reuse_channels,ble_channel_count,ble_bw_mhz,ble_ci_ms,ble_tifs_us,ble_tmss_us,ble_ce_max_ms,ble_ce_min_ms,ble_payload_bits,ble_phy_rate_mbps,enable_slot_mask,nit,eta,Z_fin,remainder,avg_bler,max_bler,weighted_bler,ble_ce_required_s,ble_ce_max_s,ble_ce_feasible,ble_ci_slots,ble_ce_slots,ble_slot_allowed_ratio,n_user,n_wifi_user,n_ble_user,wifi_wifi_edges,wifi_ble_edges,ble_ble_edges,total_radio_conflict_edges
ok,,0,12.869055200135335,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,150.0,150.0,1.25,1.25,800.0,1.0,True,10,0.04,60,0,3.4815651749968067e-13,2.611173881247605e-11,4.0483315988334965e-13,0.00125,0.00125,True,60,10,0.14629629629629629,75,39,36,235,391,20,646
