status,error,seed,runtime_s,cell_size,rho,wifi_ratio,wifi_channel_count,wifi_bw_mhz,wifi_reuse_channels,ble_channel_count,ble_bw_mhz,ble_ci_min_ms,ble_ci_max_ms,ble_ci_fixed,ble_ce_min_ms,ble_ce_max_ms,ble_payload_bits,ble_phy_rate_mbps,enable_slot_mask,nit,eta,Z_fin,remainder,avg_bler,max_bler,weighted_bler,ble_ce_required_avg_s,ble_ce_max_s,ble_infeasible_users,ble_ci_slots_avg,ble_ci_slots_min,ble_ci_slots_max,ble_ce_slots_avg,ble_ce_slots_min,ble_ce_slots_max,ble_slot_allowed_ratio,n_user,n_wifi_user,n_ble_user,wifi_wifi_edges,wifi_ble_edges,ble_ble_edges,total_radio_conflict_edges
ok,,0,0.3110384999308735,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,7.5,False,1.25,1.25,800.0,1.0,False,40,0.04,23,0,4.2810195745437895e-34,3.182496782333584e-32,4.9560166381716484e-34,0.0012500000000000002,0.00125,0,60.0,60,60,10.0,10,10,0.1678743961352657,75,39,36,235,391,20,646
ok,,1,1.2355404000263661,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,7.5,False,1.25,1.25,800.0,1.0,False,40,0.04,26,0,8.609744697681132e-59,6.457165984075601e-57,5.207616498844419e-59,0.0012500000000000002,0.00125,0,60.0,60,60,10.0,10,10,0.16445623342175067,75,46,29,366,455,19,840
ok,,2,0.3246436999179423,5,0.0075,0.6,13,20.0,0-5-10,37,2.0,7.5,7.5,False,1.25,1.25,800.0,1.0,False,40,0.04,27,0,4.520583067925116e-30,3.390437300943837e-28,5.4246996815101395e-30,0.0012500000000000002,0.00125,0,60.0,60,60,10.0,10,10,0.07592592592592592,75,55,20,478,317,4,799
