pair_id,radio,channel,slot,slot_width,freq_low_mhz,freq_high_mhz,label,event_index
-1,ble_adv_idle,2426,21,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,22,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,23,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,24,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,25,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,26,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,27,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,28,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,29,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,30,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,31,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,32,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,33,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,34,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,35,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,36,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
-1,ble_adv_idle,2426,37,1,2425.0,2427.0,BLE adv idle 2426 MHz,1
